ReferenceName,UsageFrequency(%),UsageNumber
TRBJ2-7,16.4084750955207,180497
TRBJ2-1,13.3469027465789,146819
TRBJ2-5,12.0673840456063,132744
TRBJ1-2,11.7127550969389,128843
TRBJ1-6,11.6783921790726,128465
TRBJ2-3,11.6223933499572,127849
TRBJ2-2,5.99742005394433,65973
TRBJ1-4,5.88760416827648,64765
TRBJ1-5,5.77615195318643,63539
TRBJ1-3,3.30702176227224,36378
TRBJ2-6,2.0781383661978,22860
TRBJ2-4,0.0900890254112869,991
TRBJ1-1,0.0272721570367165,300
