ReferenceName,UsageFrequency(%),UsageNumber
TRBV5-1,30.9442676466338,456138
TRBV20-1,11.367831632705,167569
TRBV9,5.85158164881691,86256
TRBV15,4.97170066679647,73286
TRBV4-1,4.01149747331016,59132
TRBV30,3.96285640437349,58415
TRBV7-8,3.18337818668537,46925
TRBV7-2,3.07659849002383,45351
TRBV6-4,2.77410124261989,40892
TRBV2,2.60328086384368,38374
TRBV7-3,2.50172482451564,36877
TRBV4-2,2.07650554962712,30609
TRBV5-5,1.86138584307455,27438
TRBV6-5,1.57808723236388,23262
TRBV28,1.42571925351902,21016
TRBV12-3,1.37483947429655,20266
TRBV12-4,1.37076909195876,20206
TRBV7-9,1.29750220987841,19126
TRBV24-1,1.09513636798427,16143
TRBV19,1.07471661658966,15842
TRBV11-2,1.06128435487493,15644
TRBV4-3,0.970650508153315,14308
TRBV6-6,0.807903054347067,11909
TRBV6-1,0.800372847022142,11798
TRBV13,0.731379866396484,10781
TRBV11-3,0.727920041409356,10730
TRBV5-6,0.72357830024904,10666
TRBV18,0.66910301662819,9863
TRBV14,0.611914144782143,9020
TRBV10-2,0.54895889795755,8092
TRBV25-1,0.455950661538889,6721
TRBV10-3,0.442518399824159,6523
TRBV12-5,0.406020638195247,5985
TRBV7-6,0.38804311620331,5720
TRBV29-1,0.386550642679451,5698
TRBV3-1,0.369387197155074,5445
TRBV6-2,0.315658150296154,4653
TRBV6-3,0.301818850347645,4449
TRBV5-4,0.277667915143383,4093
TRBV27,0.196192428681813,2892
TRBV5-8,0.191172290465197,2818
TRBV11-1,0.116412934860993,1716
TRBV7-7,0.077676462946292,1145
TRBV10-1,0.00705532938551473,104
TRBV16,0.0052236573335061,77
TRBV7-4,0.00502013821661625,74
TRBV6-8,0.00108543529007919,16
