ReferenceName,UsageFrequency(%),UsageNumber
TRBV20-1,17.6349213236593,227597
TRBV7-2,7.52329916845136,97096
TRBV2,7.29526640239764,94153
TRBV5-1,5.64053729881513,72797
TRBV6-5,4.18501724773827,54012
TRBV4-3,3.47379986424961,44833
TRBV7-8,2.99386953705397,38639
TRBV7-3,2.88965476629547,37294
TRBV4-1,2.87043895726342,37046
TRBV7-9,2.8586615259212,36894
TRBV10-3,2.73716802365404,35326
TRBV29-1,2.52780868492582,32624
TRBV12-3,2.47945922994195,32000
TRBV12-4,2.47690228761107,31967
TRBV5-6,2.11792308097604,27334
TRBV11-2,2.10839265956095,27211
TRBV6-1,1.92235573421437,24810
TRBV4-2,1.67851641556976,21663
TRBV18,1.64876290481046,21279
TRBV6-6,1.63388614943081,21087
TRBV10-2,1.57592878993092,20339
TRBV24-1,1.54020908039956,19878
TRBV5-4,1.50890590762155,19474
TRBV9,1.47713783623792,19064
TRBV30,1.31597298629169,16984
TRBV15,1.22919191324372,15864
TRBV7-6,1.13830423584616,14691
TRBV19,1.13202810467037,14610
TRBV28,1.10467657004007,14257
TRBV3-1,1.07120387043586,13825
TRBV6-4,1.0287431311231,13277
TRBV6-2,1.00642799805362,12989
TRBV27,1.00596309944801,12983
TRBV6-3,0.990776411664616,12787
TRBV5-5,0.799470635454407,10318
TRBV14,0.685570477078949,8848
TRBV13,0.537577754291789,6938
TRBV5-8,0.524405627132722,6768
TRBV7-7,0.409885603949779,5290
TRBV11-3,0.404306820682409,5218
TRBV25-1,0.229582428072437,2963
TRBV11-1,0.210211652838516,2713
TRBV10-1,0.161009883744355,2078
TRBV12-5,0.146675510071253,1893
TRBV16,0.0399812800828139,516
TRBV7-4,0.0178985963161435,231
TRBV6-9,0.00705096218514742,91
TRBV6-8,0.00426157055146273,55
