ReferenceName,UsageFrequency(%),UsageNumber
TRBJ2-7,24.5006547951885,335633
TRBJ2-3,14.4314085615383,197695
TRBJ2-1,13.7577797990209,188467
TRBJ2-5,13.363004728833,183059
TRBJ1-2,13.0659014493092,178989
TRBJ1-6,6.50692681331548,89138
TRBJ1-3,4.22485243383795,57876
TRBJ2-2,3.60502345436946,49385
TRBJ1-5,3.31142409558696,45363
TRBJ1-4,2.47960791126905,33968
TRBJ2-6,0.434632168620346,5954
TRBJ2-4,0.18103590496783,2480
TRBJ1-1,0.137747884142861,1887
