ReferenceName,UsageFrequency(%),UsageNumber
TRBV20-1,13.6636022561472,173061
TRBV29-1,9.1413597518996,115783
TRBV24-1,6.98342944486903,88451
TRBV2,5.71647833858631,72404
TRBV15,5.3463489196137,67716
TRBV7-2,5.20170790093669,65884
TRBV10-3,4.61872248504639,58500
TRBV7-9,4.15440270838728,52619
TRBV5-1,4.03834250235279,51149
TRBV7-8,4.0317894431005,51066
TRBV7-6,2.94445532234735,37294
TRBV25-1,2.43908023471006,30893
TRBV12-3,2.36004876107704,29892
TRBV12-4,2.31946716522552,29378
TRBV7-7,2.29428131099082,29059
TRBV11-2,2.07242472666637,26249
TRBV5-6,1.85862129949534,23541
TRBV7-3,1.83935688434403,23297
TRBV4-2,1.69487377070925,21467
TRBV19,1.67158277698123,21172
TRBV11-3,1.54225854739994,19534
TRBV6-6,1.48075453345376,18755
TRBV9,1.38988018165396,17604
TRBV13,1.37385281986824,17401
TRBV14,1.31479633407654,16653
TRBV6-5,1.26300348022713,15997
TRBV4-1,1.2137371070533,15373
TRBV5-4,0.863977438527567,10943
TRBV10-2,0.737416547185185,9340
TRBV5-5,0.621751103756245,7875
TRBV6-1,0.552509742741105,6998
TRBV5-8,0.549667451981077,6962
TRBV3-1,0.36112883156585,4574
TRBV10-1,0.321968381094345,4078
TRBV27,0.296782526859648,3759
TRBV12-5,0.28154469028505,3566
TRBV30,0.274991631032762,3483
TRBV6-4,0.229751836435641,2910
TRBV18,0.211750661622127,2682
TRBV28,0.199907783455341,2532
TRBV11-1,0.18948605066857,2400
TRBV4-3,0.106822761064406,1353
TRBV6-3,0.0877162509553255,1111
TRBV6-2,0.0854266278430803,1082
TRBV16,0.0289755752480688,367
TRBV7-4,0.0243173765024665,308
TRBV6-8,0.00402657857670711,51
TRBV6-9,0.00142114538001427,18
