ReferenceName,UsageFrequency(%),UsageNumber
TRBV4-3,18.987262122323,277612
TRBV20-1,13.4886491721474,197217
TRBV6-3,8.30574736542607,121438
TRBV6-2,8.23796795832832,120447
TRBV4-2,5.42194219804992,79274
TRBV6-5,5.31442531817336,77702
TRBV7-2,4.06915824952671,59495
TRBV14,3.95630656263337,57845
TRBV5-1,3.01402917455489,44068
TRBV15,2.17434422910671,31791
TRBV2,1.9566430658452,28608
TRBV11-2,1.58505323863823,23175
TRBV7-9,1.53095282389118,22384
TRBV7-6,1.50338965430451,21981
TRBV27,1.45195664306585,21229
TRBV6-1,1.40763670784955,20581
TRBV12-4,1.40148116129173,20491
TRBV12-3,1.38513476543264,20252
TRBV7-8,1.31886004749346,19283
TRBV29-1,1.25162780008973,18300
TRBV10-3,1.03474737636927,15129
TRBV5-6,0.975927709261225,14269
TRBV13,0.969293397971132,14172
TRBV4-1,0.952947002112036,13933
TRBV9,0.795091430384872,11625
TRBV7-3,0.744684343572515,10888
TRBV5-4,0.72854313259868,10652
TRBV24-1,0.709802913078211,10378
TRBV25-1,0.522263927950012,7636
TRBV11-3,0.519870104288638,7601
TRBV6-6,0.514124927501341,7517
TRBV19,0.512620238342763,7495
TRBV28,0.504618027817599,7378
TRBV18,0.411737669756295,6020
TRBV30,0.378497718344076,5534
TRBV3-1,0.37528315514166,5487
TRBV5-5,0.312564975213666,4570
TRBV6-4,0.271254418314529,3966
TRBV10-1,0.242186559569276,3541
TRBV10-2,0.230696205994682,3373
TRBV7-7,0.223583129972314,3269
TRBV5-8,0.127009443976319,1857
TRBV11-1,0.112236132237555,1641
TRBV12-5,0.0480132631509832,702
TRBV6-9,0.0073182609076285,107
TRBV7-4,0.00588196671080422,86
TRBV16,0.00533480701677592,78
TRBV6-8,0.00129950427331721,19
