ReferenceName,UsageFrequency(%),UsageNumber
TRBV20-1,23.0527694556109,331405
TRBV4-3,10.9382836449538,157248
TRBV4-1,8.67902111376447,124769
TRBV2,4.25642028028795,61190
TRBV7-8,4.21530989647278,60599
TRBV7-2,3.86681070372491,55589
TRBV15,3.72504596224383,53551
TRBV10-3,3.43984702207092,49451
TRBV27,2.97246856377292,42732
TRBV9,2.9234282582066,42027
TRBV5-1,2.62181298879446,37691
TRBV6-5,2.32138025157329,33372
TRBV4-2,2.1745375777428,31261
TRBV7-9,1.91111114202699,27474
TRBV19,1.89914669868315,27302
TRBV12-3,1.77957182596187,25583
TRBV12-4,1.7683725505063,25422
TRBV7-3,1.73707022780439,24972
TRBV10-2,1.72204511290748,24756
TRBV5-8,1.70013348701614,24441
TRBV29-1,1.54515220928316,22213
TRBV6-6,1.16848092610356,16798
TRBV6-1,1.04410636390133,15010
TRBV28,0.828676822995104,11913
TRBV11-2,0.813164783078382,11690
TRBV24-1,0.755220705721299,10857
TRBV5-6,0.595091934921775,8555
TRBV5-4,0.588692348947164,8463
TRBV7-6,0.574293280504287,8256
TRBV6-3,0.497846052394523,7157
TRBV6-2,0.497428688091831,7151
TRBV3-1,0.441084507228402,6341
TRBV30,0.408738773769767,5876
TRBV14,0.384740326364973,5531
TRBV5-5,0.36609805417806,5263
TRBV11-3,0.364985082704215,5247
TRBV6-4,0.27824286846138,4000
TRBV18,0.275669121928112,3963
TRBV10-1,0.256052999701585,3681
TRBV13,0.203186854693922,2921
TRBV7-7,0.122705104991468,1764
TRBV25-1,0.107958232963015,1552
TRBV11-1,0.0947416967110997,1362
TRBV12-5,0.0383975158476704,552
TRBV16,0.0348499192747878,501
TRBV7-4,0.00980806111326363,141
