ReferenceName,UsageFrequency(%),UsageNumber
TRBJ2-7,34.6223162849415,484880
TRBJ2-1,14.3756729816264,201329
TRBJ1-2,13.3655936090666,187183
TRBJ1-6,9.31699326804162,130483
TRBJ2-3,8.60431108102627,120502
TRBJ2-5,6.94110036244613,97209
TRBJ1-5,4.87745665070076,68308
TRBJ1-4,2.56996866797479,35992
TRBJ2-2,2.30748798272597,32316
TRBJ1-3,2.20323830904173,30856
TRBJ2-6,0.573587416921579,8033
TRBJ2-4,0.17429688593372,2441
TRBJ1-1,0.0679764995530117,952
