"sample_id" "condition" "gene_name" "gene_usage_count"
"8B_S2" "B" "IGHV2-26" 21
"8B_S2" "B" "IGHV2-5" 49
"8B_S2" "B" "IGHV2-70" 25
"8B_S2" "B" "IGHV3-11" 311
"8B_S2" "B" "IGHV3-13" 129
"8B_S2" "B" "IGHV3-15" 372
"8B_S2" "B" "IGHV3-19" 9
"8B_S2" "B" "IGHV3-21" 446
"8B_S2" "B" "IGHV3-22" 1
"8B_S2" "B" "IGHV3-23" 1333
"8B_S2" "B" "IGHV3-30" 936
"8B_S2" "B" "IGHV3-30-3" 8
"8B_S2" "B" "IGHV3-33" 282
"8B_S2" "B" "IGHV3-35" 3
"8B_S2" "B" "IGHV3-43" 8
"8B_S2" "B" "IGHV3-43D" 49
"8B_S2" "B" "IGHV3-47" 80
"8B_S2" "B" "IGHV3-48" 602
"8B_S2" "B" "IGHV3-49" 55
"8B_S2" "B" "IGHV3-52" 10
"8B_S2" "B" "IGHV3-53" 76
"8B_S2" "B" "IGHV3-64" 79
"8B_S2" "B" "IGHV3-64D" 3
"8B_S2" "B" "IGHV3-66" 125
"8B_S2" "B" "IGHV3-69-1" 6
"8B_S2" "B" "IGHV3-7" 403
"8B_S2" "B" "IGHV3-71" 1
"8B_S2" "B" "IGHV3-72" 77
"8B_S2" "B" "IGHV3-73" 188
"8B_S2" "B" "IGHV3-74" 342
"8B_S2" "B" "IGHV3-9" 271
"8B_S2" "B" "IGHV3-NL1" 8
"8B_S2" "B" "IGHV3/OR16-10" 1
"8B_S2" "B" "IGHV4-28" 1
"8B_S2" "B" "IGHV4-30-2" 10
"8B_S2" "B" "IGHV4-30-4" 29
"8B_S2" "B" "IGHV4-31" 16
"8B_S2" "B" "IGHV4-34" 154
"8B_S2" "B" "IGHV4-38-2" 496
"8B_S2" "B" "IGHV4-39" 579
"8B_S2" "B" "IGHV4-4" 341
"8B_S2" "B" "IGHV4-59" 1117
"8B_S2" "B" "IGHV4-61" 145
"8B_S2" "B" "IGHV4/OR15-8" 2
"8B_S2" "B" "IGHV5-10-1" 38
"8B_S2" "B" "IGHV5-51" 392
"8B_S2" "B" "IGHV6-1" 33
"8B_S2" "B" "IGHV7-4-1" 89
"8B_S2" "B" "IGHV7-81" 10
