"sample_id" "condition" "gene_name" "gene_usage_count"
"C10" "C" "TRBV3-1" 3224.99999999743
"C11" "C" "TRBV3-1" 9380.99999999722
"C2" "C" "TRBV3-1" 14147.9999999963
"C3" "C" "TRBV3-1" 22256.9999999971
"C4" "C" "TRBV3-1" 13779.9999999976
"C5" "C" "TRBV3-1" 18705.9999999966
"C6" "C" "TRBV3-1" 10977.9999999972
"C7" "C" "TRBV3-1" 14088.9999999975
"C8" "C" "TRBV3-1" 13264.9999999966
"C9" "C" "TRBV3-1" 16622.9999999977
"MS1" "MS" "TRBV3-1" 4966.99999999794
"MS10" "MS" "TRBV3-1" 12884.9999999975
"MS11" "MS" "TRBV3-1" 7436.99999999751
"MS12" "MS" "TRBV3-1" 5553.99999999689
"MS13" "MS" "TRBV3-1" 5479.99999999624
"MS2" "MS" "TRBV3-1" 3935.99999999699
"MS3" "MS" "TRBV3-1" 5069.99999999795
"MS4" "MS" "TRBV3-1" 3375.99999999684
"MS5" "MS" "TRBV3-1" 6102.99999999722
"MS6" "MS" "TRBV3-1" 5856.99999999776
"MS7" "MS" "TRBV3-1" 10601.9999999968
"MS8" "MS" "TRBV3-1" 7052.99999999798
"MS9" "MS" "TRBV3-1" 4704.99999999801
"C1" "C" "TRBV30" 7065.99999999869
"C10" "C" "TRBV30" 439.999999999649
"C11" "C" "TRBV30" 1934.99999999943
"C2" "C" "TRBV30" 5498.99999999856
"C3" "C" "TRBV30" 159.999999999979
"C4" "C" "TRBV30" 3709.99999999934
"C5" "C" "TRBV30" 129.999999999976
"C6" "C" "TRBV30" 2944.99999999924
"C7" "C" "TRBV30" 3564.99999999937
"C8" "C" "TRBV30" 2263.99999999941
"C9" "C" "TRBV30" 5266.99999999927
"MS1" "MS" "TRBV30" 670.999999999721
"MS10" "MS" "TRBV30" 47.9999999999905
"MS11" "MS" "TRBV30" 1315.99999999956
"MS12" "MS" "TRBV30" 1719.99999999904
"MS13" "MS" "TRBV30" 893.999999999386
"MS2" "MS" "TRBV30" 1363.99999999896
"MS3" "MS" "TRBV30" 1270.99999999949
"MS4" "MS" "TRBV30" 1099.99999999897
"MS5" "MS" "TRBV30" 826.999999999623
"MS6" "MS" "TRBV30" 1227.99999999953
"MS7" "MS" "TRBV30" 25.9999999999922
"MS8" "MS" "TRBV30" 2250.99999999936
"MS9" "MS" "TRBV30" 576.999999999756
"C1" "C" "TRBV4-1" 17787.9999999967
"C10" "C" "TRBV4-1" 6554.99999999477
"C11" "C" "TRBV4-1" 11483.9999999966
"C2" "C" "TRBV4-1" 5892.99999999845
"C3" "C" "TRBV4-1" 24058.9999999968
"C4" "C" "TRBV4-1" 12557.9999999978
"C5" "C" "TRBV4-1" 15837.9999999971
"C6" "C" "TRBV4-1" 10261.9999999973
"C7" "C" "TRBV4-1" 15841.9999999972
"C8" "C" "TRBV4-1" 20853.9999999946
"C9" "C" "TRBV4-1" 24837.9999999966
"MS1" "MS" "TRBV4-1" 9431.99999999609
"MS10" "MS" "TRBV4-1" 10869.9999999979
"MS11" "MS" "TRBV4-1" 10041.9999999966
"MS12" "MS" "TRBV4-1" 3996.99999999776
"MS13" "MS" "TRBV4-1" 5161.99999999646
"MS2" "MS" "TRBV4-1" 4355.99999999667
"MS3" "MS" "TRBV4-1" 6657.99999999732
"MS4" "MS" "TRBV4-1" 4283.999999996
"MS5" "MS" "TRBV4-1" 9117.99999999584
"MS6" "MS" "TRBV4-1" 13183.999999995
"MS7" "MS" "TRBV4-1" 14287.9999999957
"MS8" "MS" "TRBV4-1" 6264.99999999821
"MS9" "MS" "TRBV4-1" 6757.99999999714
"C1" "C" "TRBV4-2" 7203.99999999867
"C10" "C" "TRBV4-2" 2753.9999999978
"C11" "C" "TRBV4-2" 5418.99999999839
"C2" "C" "TRBV4-2" 3422.9999999991
"C3" "C" "TRBV4-2" 11972.9999999984
"C4" "C" "TRBV4-2" 6023.99999999893
"C5" "C" "TRBV4-2" 8451.99999999847
"C6" "C" "TRBV4-2" 4697.99999999878
"C7" "C" "TRBV4-2" 13403.9999999977
"C8" "C" "TRBV4-2" 7425.99999999807
"C9" "C" "TRBV4-2" 9873.99999999863
"MS1" "MS" "TRBV4-2" 4432.99999999816
"MS10" "MS" "TRBV4-2" 3722.99999999927
"MS11" "MS" "TRBV4-2" 3473.99999999884
"MS12" "MS" "TRBV4-2" 2553.99999999857
"MS13" "MS" "TRBV4-2" 2007.99999999862
"MS2" "MS" "TRBV4-2" 1481.99999999887
"MS3" "MS" "TRBV4-2" 3898.99999999843
"MS4" "MS" "TRBV4-2" 1239.99999999884
"MS5" "MS" "TRBV4-2" 3896.99999999822
"MS6" "MS" "TRBV4-2" 4332.99999999834
"MS7" "MS" "TRBV4-2" 4367.9999999987
"MS8" "MS" "TRBV4-2" 5164.99999999852
"MS9" "MS" "TRBV4-2" 3406.99999999856
"C1" "C" "TRBV4-3" 660.999999999878
"C10" "C" "TRBV4-3" 3186.99999999746
"C11" "C" "TRBV4-3" 15987.9999999953
"C2" "C" "TRBV4-3" 8515.99999999777
"C3" "C" "TRBV4-3" 18339.9999999976
"C4" "C" "TRBV4-3" 23855.9999999958
"C5" "C" "TRBV4-3" 11923.9999999978
"C6" "C" "TRBV4-3" 17438.9999999955
"C7" "C" "TRBV4-3" 23101.999999996
"C8" "C" "TRBV4-3" 143.999999999963
"C9" "C" "TRBV4-3" 31275.9999999957
"MS1" "MS" "TRBV4-3" 4070.99999999831
"MS10" "MS" "TRBV4-3" 14649.9999999971
"MS11" "MS" "TRBV4-3" 136.999999999954
"MS12" "MS" "TRBV4-3" 2719.99999999848
"MS13" "MS" "TRBV4-3" 186.999999999872
"MS2" "MS" "TRBV4-3" 43.9999999999663
"MS3" "MS" "TRBV4-3" 4994.99999999799
"MS4" "MS" "TRBV4-3" 42.9999999999598
"MS5" "MS" "TRBV4-3" 4561.99999999792
"MS6" "MS" "TRBV4-3" 184.999999999929
"MS7" "MS" "TRBV4-3" 114.999999999966
"MS8" "MS" "TRBV4-3" 7860.99999999775
"MS9" "MS" "TRBV4-3" 5040.99999999787
"C1" "C" "TRBV5-1" 53439.9999999901
"C10" "C" "TRBV5-1" 6523.99999999479
"C11" "C" "TRBV5-1" 18442.9999999945
"C2" "C" "TRBV5-1" 26165.9999999931
"C3" "C" "TRBV5-1" 44693.9999999941
"C4" "C" "TRBV5-1" 32792.9999999942
"C5" "C" "TRBV5-1" 36647.9999999934
"C6" "C" "TRBV5-1" 21092.9999999945
"C7" "C" "TRBV5-1" 37001.9999999935
"C8" "C" "TRBV5-1" 26537.9999999931
"C9" "C" "TRBV5-1" 38857.9999999946
"MS1" "MS" "TRBV5-1" 19480.9999999919
"MS10" "MS" "TRBV5-1" 38926.9999999923
"MS11" "MS" "TRBV5-1" 29555.9999999901
"MS12" "MS" "TRBV5-1" 13460.9999999925
"MS13" "MS" "TRBV5-1" 14908.9999999898
"MS2" "MS" "TRBV5-1" 17895.9999999863
"MS3" "MS" "TRBV5-1" 20404.9999999918
"MS4" "MS" "TRBV5-1" 11125.9999999896
"MS5" "MS" "TRBV5-1" 17191.9999999922
"MS6" "MS" "TRBV5-1" 26402.9999999899
"MS7" "MS" "TRBV5-1" 34959.9999999896
"MS8" "MS" "TRBV5-1" 20975.999999994
"MS9" "MS" "TRBV5-1" 18923.999999992
"C1" "C" "TRBV5-4" 2944.99999999945
"C10" "C" "TRBV5-4" 348.999999999722
"C11" "C" "TRBV5-4" 889.999999999736
"C2" "C" "TRBV5-4" 2253.99999999941
"C3" "C" "TRBV5-4" 3043.9999999996
"C4" "C" "TRBV5-4" 2215.99999999961
"C5" "C" "TRBV5-4" 2177.99999999961
"C6" "C" "TRBV5-4" 1632.99999999958
"C7" "C" "TRBV5-4" 2231.99999999961
"C8" "C" "TRBV5-4" 1190.99999999969
"C9" "C" "TRBV5-4" 2256.99999999969
"MS1" "MS" "TRBV5-4" 727.999999999698
"MS10" "MS" "TRBV5-4" 1897.99999999963
"MS11" "MS" "TRBV5-4" 893.9999999997
"MS12" "MS" "TRBV5-4" 689.999999999613
"MS13" "MS" "TRBV5-4" 700.999999999519
"MS2" "MS" "TRBV5-4" 466.999999999643
"MS3" "MS" "TRBV5-4" 989.999999999601
"MS4" "MS" "TRBV5-4" 467.999999999563
"MS5" "MS" "TRBV5-4" 959.999999999562
"MS6" "MS" "TRBV5-4" 1012.99999999961
"MS7" "MS" "TRBV5-4" 1670.9999999995
"MS8" "MS" "TRBV5-4" 894.999999999744
"MS9" "MS" "TRBV5-4" 796.999999999663
"C1" "C" "TRBV5-5" 8002.99999999852
"C10" "C" "TRBV5-5" 884.999999999294
"C11" "C" "TRBV5-5" 2564.99999999924
"C2" "C" "TRBV5-5" 5737.9999999985
"C3" "C" "TRBV5-5" 6671.99999999913
"C4" "C" "TRBV5-5" 5653.999999999
"C5" "C" "TRBV5-5" 5456.99999999901
"C6" "C" "TRBV5-5" 4547.99999999882
"C7" "C" "TRBV5-5" 4670.99999999918
"C8" "C" "TRBV5-5" 3405.99999999912
"C9" "C" "TRBV5-5" 4834.99999999933
"MS1" "MS" "TRBV5-5" 2147.99999999911
"MS10" "MS" "TRBV5-5" 6030.99999999881
"MS11" "MS" "TRBV5-5" 3465.99999999884
"MS12" "MS" "TRBV5-5" 1629.99999999909
"MS13" "MS" "TRBV5-5" 2059.99999999859
"MS2" "MS" "TRBV5-5" 1582.99999999879
"MS3" "MS" "TRBV5-5" 3616.99999999854
"MS4" "MS" "TRBV5-5" 1095.99999999898
"MS5" "MS" "TRBV5-5" 2636.9999999988
"MS6" "MS" "TRBV5-5" 3516.99999999865
"MS7" "MS" "TRBV5-5" 4813.99999999856
"MS8" "MS" "TRBV5-5" 3122.99999999911
"MS9" "MS" "TRBV5-5" 2712.99999999885
"C1" "C" "TRBV5-6" 4182.99999999923
"C10" "C" "TRBV5-6" 1175.99999999906
"C11" "C" "TRBV5-6" 2853.99999999915
"C2" "C" "TRBV5-6" 3283.99999999914
"C3" "C" "TRBV5-6" 10397.9999999986
"C4" "C" "TRBV5-6" 6313.99999999888
"C5" "C" "TRBV5-6" 7541.99999999864
"C6" "C" "TRBV5-6" 4888.99999999873
"C7" "C" "TRBV5-6" 6462.99999999887
"C8" "C" "TRBV5-6" 3315.99999999914
"C9" "C" "TRBV5-6" 5976.99999999917
"MS1" "MS" "TRBV5-6" 2632.99999999891
"MS10" "MS" "TRBV5-6" 6680.99999999868
"MS11" "MS" "TRBV5-6" 3712.99999999875
"MS12" "MS" "TRBV5-6" 2311.9999999987
"MS13" "MS" "TRBV5-6" 2199.99999999849
"MS2" "MS" "TRBV5-6" 1806.99999999862
"MS3" "MS" "TRBV5-6" 3229.9999999987
"MS4" "MS" "TRBV5-6" 1711.9999999984
"MS5" "MS" "TRBV5-6" 3245.99999999852
"MS6" "MS" "TRBV5-6" 4078.99999999844
"MS7" "MS" "TRBV5-6" 6323.99999999811
"MS8" "MS" "TRBV5-6" 4768.99999999863
"MS9" "MS" "TRBV5-6" 3121.99999999868
"C1" "C" "TRBV5-8" 483.99999999991
"C10" "C" "TRBV5-8" 149.99999999988
"C11" "C" "TRBV5-8" 285.999999999915
"C2" "C" "TRBV5-8" 767.999999999799
"C3" "C" "TRBV5-8" 1270.99999999983
"C4" "C" "TRBV5-8" 872.999999999845
"C5" "C" "TRBV5-8" 891.999999999839
"C6" "C" "TRBV5-8" 837.999999999783
"C7" "C" "TRBV5-8" 699.999999999877
"C8" "C" "TRBV5-8" 456.999999999881
"C9" "C" "TRBV5-8" 750.999999999896
"MS1" "MS" "TRBV5-8" 281.999999999883
"MS10" "MS" "TRBV5-8" 986.999999999806
"MS11" "MS" "TRBV5-8" 416.99999999986
"MS12" "MS" "TRBV5-8" 286.999999999839
"MS13" "MS" "TRBV5-8" 320.99999999978
"MS2" "MS" "TRBV5-8" 177.999999999864
"MS3" "MS" "TRBV5-8" 403.999999999837
"MS4" "MS" "TRBV5-8" 242.999999999773
"MS5" "MS" "TRBV5-8" 559.999999999745
"MS6" "MS" "TRBV5-8" 481.999999999816
"MS7" "MS" "TRBV5-8" 744.999999999778
"MS8" "MS" "TRBV5-8" 578.999999999834
"MS9" "MS" "TRBV5-8" 508.999999999785
"C1" "C" "TRBV6-1" 9295.99999999828
"C10" "C" "TRBV6-1" 1847.99999999853
"C11" "C" "TRBV6-1" 3709.9999999989
"C2" "C" "TRBV6-1" 5308.99999999861
"C3" "C" "TRBV6-1" 12063.9999999984
"C4" "C" "TRBV6-1" 5908.99999999895
"C5" "C" "TRBV6-1" 7732.9999999986
"C6" "C" "TRBV6-1" 4599.99999999881
"C7" "C" "TRBV6-1" 7629.99999999866
"C8" "C" "TRBV6-1" 9418.99999999755
"C9" "C" "TRBV6-1" 9244.99999999872
"MS1" "MS" "TRBV6-1" 3094.99999999872
"MS10" "MS" "TRBV6-1" 8651.9999999983
"MS11" "MS" "TRBV6-1" 4502.99999999849
"MS12" "MS" "TRBV6-1" 2396.99999999866
"MS13" "MS" "TRBV6-1" 3319.99999999772
"MS2" "MS" "TRBV6-1" 2600.99999999801
"MS3" "MS" "TRBV6-1" 3748.99999999849
"MS4" "MS" "TRBV6-1" 1615.99999999849
"MS5" "MS" "TRBV6-1" 3857.99999999824
"MS6" "MS" "TRBV6-1" 4212.99999999839
"MS7" "MS" "TRBV6-1" 7562.99999999774
"MS8" "MS" "TRBV6-1" 6514.99999999814
"MS9" "MS" "TRBV6-1" 3007.99999999873
"C1" "C" "TRBV6-3" 6068.99999999888
"C10" "C" "TRBV6-3" 3362.99999999732
"C11" "C" "TRBV6-3" 11792.9999999965
"C2" "C" "TRBV6-3" 8836.99999999768
"C3" "C" "TRBV6-3" 16255.9999999979
"C4" "C" "TRBV6-3" 18012.9999999968
"C5" "C" "TRBV6-3" 12596.9999999977
"C6" "C" "TRBV6-3" 12287.9999999968
"C7" "C" "TRBV6-3" 19356.9999999966
"C8" "C" "TRBV6-3" 6257.99999999837
"C9" "C" "TRBV6-3" 25548.9999999965
"MS1" "MS" "TRBV6-3" 4065.99999999831
"MS10" "MS" "TRBV6-3" 11478.9999999977
"MS11" "MS" "TRBV6-3" 2975.999999999
"MS12" "MS" "TRBV6-3" 4652.99999999739
"MS13" "MS" "TRBV6-3" 1982.99999999864
"MS2" "MS" "TRBV6-3" 1948.99999999851
"MS3" "MS" "TRBV6-3" 6159.99999999752
"MS4" "MS" "TRBV6-3" 1237.99999999884
"MS5" "MS" "TRBV6-3" 5004.99999999772
"MS6" "MS" "TRBV6-3" 2529.99999999903
"MS7" "MS" "TRBV6-3" 3877.99999999884
"MS8" "MS" "TRBV6-3" 6858.99999999804
"MS9" "MS" "TRBV6-3" 4808.99999999797
"C1" "C" "TRBV6-4" 2276.99999999958
"C10" "C" "TRBV6-4" 998.999999999203
"C11" "C" "TRBV6-4" 1588.99999999953
"C2" "C" "TRBV6-4" 1802.99999999953
"C3" "C" "TRBV6-4" 2891.99999999962
"C4" "C" "TRBV6-4" 2540.99999999955
"C5" "C" "TRBV6-4" 2300.99999999958
"C6" "C" "TRBV6-4" 2848.99999999926
"C7" "C" "TRBV6-4" 2133.99999999963
"C8" "C" "TRBV6-4" 2325.9999999994
"C9" "C" "TRBV6-4" 2560.99999999964
"MS1" "MS" "TRBV6-4" 1451.9999999994
"MS10" "MS" "TRBV6-4" 2948.99999999942
"MS11" "MS" "TRBV6-4" 2502.99999999916
"MS12" "MS" "TRBV6-4" 1442.99999999919
"MS13" "MS" "TRBV6-4" 1023.9999999993
"MS2" "MS" "TRBV6-4" 598.999999999542
"MS3" "MS" "TRBV6-4" 2131.99999999914
"MS4" "MS" "TRBV6-4" 471.999999999559
"MS5" "MS" "TRBV6-4" 1114.99999999949
"MS6" "MS" "TRBV6-4" 2397.99999999908
"MS7" "MS" "TRBV6-4" 2168.99999999935
"MS8" "MS" "TRBV6-4" 1789.99999999949
"MS9" "MS" "TRBV6-4" 1221.99999999948
"C1" "C" "TRBV6-5" 20364.9999999962
"C10" "C" "TRBV6-5" 4878.99999999611
"C11" "C" "TRBV6-5" 12376.9999999963
"C2" "C" "TRBV6-5" 13396.9999999965
"C3" "C" "TRBV6-5" 22101.9999999971
"C4" "C" "TRBV6-5" 15722.9999999972
"C5" "C" "TRBV6-5" 15506.9999999972
"C6" "C" "TRBV6-5" 10322.9999999973
"C7" "C" "TRBV6-5" 19642.9999999966
"C8" "C" "TRBV6-5" 16886.9999999956
"C9" "C" "TRBV6-5" 26670.9999999963
"MS1" "MS" "TRBV6-5" 9348.99999999612
"MS10" "MS" "TRBV6-5" 20781.9999999959
"MS11" "MS" "TRBV6-5" 12852.9999999957
"MS12" "MS" "TRBV6-5" 4310.99999999758
"MS13" "MS" "TRBV6-5" 4376.999999997
"MS2" "MS" "TRBV6-5" 4438.9999999966
"MS3" "MS" "TRBV6-5" 11485.9999999954
"MS4" "MS" "TRBV6-5" 3628.99999999661
"MS5" "MS" "TRBV6-5" 10794.9999999951
"MS6" "MS" "TRBV6-5" 12278.9999999953
"MS7" "MS" "TRBV6-5" 15528.9999999954
"MS8" "MS" "TRBV6-5" 15599.9999999955
"MS9" "MS" "TRBV6-5" 10777.9999999954
"C1" "C" "TRBV6-6" 14147.9999999974
"C10" "C" "TRBV6-6" 2584.99999999794
"C11" "C" "TRBV6-6" 7080.9999999979
"C2" "C" "TRBV6-6" 9536.9999999975
"C3" "C" "TRBV6-6" 15368.999999998
"C4" "C" "TRBV6-6" 11285.999999998
"C5" "C" "TRBV6-6" 11318.999999998
"C6" "C" "TRBV6-6" 8064.99999999791
"C7" "C" "TRBV6-6" 13478.9999999976
"C8" "C" "TRBV6-6" 8751.99999999773
"C9" "C" "TRBV6-6" 13877.9999999981
"MS1" "MS" "TRBV6-6" 4900.99999999797
"MS10" "MS" "TRBV6-6" 12050.9999999976
"MS11" "MS" "TRBV6-6" 7053.99999999764
"MS12" "MS" "TRBV6-6" 3169.99999999822
"MS13" "MS" "TRBV6-6" 2801.99999999808
"MS2" "MS" "TRBV6-6" 2577.99999999803
"MS3" "MS" "TRBV6-6" 6007.99999999758
"MS4" "MS" "TRBV6-6" 2094.99999999804
"MS5" "MS" "TRBV6-6" 5161.99999999765
"MS6" "MS" "TRBV6-6" 6561.99999999749
"MS7" "MS" "TRBV6-6" 8637.99999999742
"MS8" "MS" "TRBV6-6" 8381.9999999976
"MS9" "MS" "TRBV6-6" 5323.99999999775
"C1" "C" "TRBV6-7" 231.999999999957
"C10" "C" "TRBV6-7" 44.9999999999641
"C11" "C" "TRBV6-7" 128.999999999962
"C2" "C" "TRBV6-7" 184.999999999951
"C3" "C" "TRBV6-7" 228.99999999997
"C4" "C" "TRBV6-7" 199.999999999965
"C5" "C" "TRBV6-7" 175.999999999968
"C6" "C" "TRBV6-7" 181.999999999953
"C7" "C" "TRBV6-7" 223.999999999961
"C8" "C" "TRBV6-7" 196.999999999949
"C9" "C" "TRBV6-7" 291.99999999996
"MS1" "MS" "TRBV6-7" 65.9999999999726
"MS10" "MS" "TRBV6-7" 133.999999999974
"MS11" "MS" "TRBV6-7" 63.9999999999785
"MS12" "MS" "TRBV6-7" 74.999999999958
"MS13" "MS" "TRBV6-7" 35.9999999999753
"MS2" "MS" "TRBV6-7" 38.9999999999702
"MS3" "MS" "TRBV6-7" 69.9999999999718
"MS4" "MS" "TRBV6-7" 31.9999999999701
"MS5" "MS" "TRBV6-7" 59.9999999999727
"MS6" "MS" "TRBV6-7" 94.9999999999637
"MS7" "MS" "TRBV6-7" 146.999999999956
"MS8" "MS" "TRBV6-7" 91.9999999999737
"MS9" "MS" "TRBV6-7" 75.9999999999679
"C1" "C" "TRBV7-1" 48.9999999999909
"C10" "C" "TRBV7-1" 3.99999999999681
"C11" "C" "TRBV7-1" 8.99999999999733
"C2" "C" "TRBV7-1" 32.9999999999913
"C3" "C" "TRBV7-1" 91.9999999999879
"C4" "C" "TRBV7-1" 70.9999999999874
"C5" "C" "TRBV7-1" 61.9999999999888
"C6" "C" "TRBV7-1" 39.9999999999896
"C7" "C" "TRBV7-1" 11.9999999999979
"C8" "C" "TRBV7-1" 7.99999999999792
"C9" "C" "TRBV7-1" 48.9999999999932
"MS1" "MS" "TRBV7-1" 11.999999999995
"MS10" "MS" "TRBV7-1" 12.9999999999974
"MS11" "MS" "TRBV7-1" 23.999999999992
"MS12" "MS" "TRBV7-1" 10.9999999999938
"MS13" "MS" "TRBV7-1" 2.99999999999794
"MS2" "MS" "TRBV7-1" 5.99999999999541
"MS3" "MS" "TRBV7-1" 10.9999999999956
"MS4" "MS" "TRBV7-1" 7.99999999999252
"MS5" "MS" "TRBV7-1" 7.99999999999635
"MS6" "MS" "TRBV7-1" 8.99999999999656
"MS7" "MS" "TRBV7-1" 16.9999999999949
"MS8" "MS" "TRBV7-1" 16.9999999999951
"MS9" "MS" "TRBV7-1" 8.9999999999962
"C1" "C" "TRBV7-2" 16583.9999999969
"C10" "C" "TRBV7-2" 5665.99999999548
"C11" "C" "TRBV7-2" 17855.9999999947
"C2" "C" "TRBV7-2" 18587.9999999951
"C3" "C" "TRBV7-2" 40906.9999999946
"C4" "C" "TRBV7-2" 36116.9999999936
"C5" "C" "TRBV7-2" 31379.9999999943
"C6" "C" "TRBV7-2" 26583.9999999931
"C7" "C" "TRBV7-2" 37193.9999999935
"C8" "C" "TRBV7-2" 19470.9999999949
"C9" "C" "TRBV7-2" 52227.9999999928
"MS1" "MS" "TRBV7-2" 12696.9999999947
"MS10" "MS" "TRBV7-2" 42982.9999999915
"MS11" "MS" "TRBV7-2" 11522.9999999961
"MS12" "MS" "TRBV7-2" 9850.99999999448
"MS13" "MS" "TRBV7-2" 7031.99999999517
"MS2" "MS" "TRBV7-2" 4951.99999999621
"MS3" "MS" "TRBV7-2" 14356.9999999942
"MS4" "MS" "TRBV7-2" 3837.99999999641
"MS5" "MS" "TRBV7-2" 13626.9999999938
"MS6" "MS" "TRBV7-2" 4688.99999999821
"MS7" "MS" "TRBV7-2" 12548.9999999963
"MS8" "MS" "TRBV7-2" 18263.9999999948
"MS9" "MS" "TRBV7-2" 12807.9999999946
"C1" "C" "TRBV7-3" 12922.9999999976
"C10" "C" "TRBV7-3" 15.9999999999872
"C11" "C" "TRBV7-3" 8357.99999999752
"C2" "C" "TRBV7-3" 3902.99999999898
"C3" "C" "TRBV7-3" 17191.9999999977
"C4" "C" "TRBV7-3" 11417.999999998
"C5" "C" "TRBV7-3" 12124.9999999978
"C6" "C" "TRBV7-3" 7535.99999999805
"C7" "C" "TRBV7-3" 7315.99999999872
"C8" "C" "TRBV7-3" 4516.99999999883
"C9" "C" "TRBV7-3" 7094.99999999902
"MS1" "MS" "TRBV7-3" 6676.99999999723
"MS10" "MS" "TRBV7-3" 68.9999999999864
"MS11" "MS" "TRBV7-3" 7916.99999999735
"MS12" "MS" "TRBV7-3" 2042.99999999886
"MS13" "MS" "TRBV7-3" 2186.9999999985
"MS2" "MS" "TRBV7-3" 1727.99999999868
"MS3" "MS" "TRBV7-3" 4030.99999999837
"MS4" "MS" "TRBV7-3" 1613.99999999849
"MS5" "MS" "TRBV7-3" 4825.9999999978
"MS6" "MS" "TRBV7-3" 10663.9999999959
"MS7" "MS" "TRBV7-3" 6446.99999999808
"MS8" "MS" "TRBV7-3" 6735.99999999807
"MS9" "MS" "TRBV7-3" 6159.9999999974
"C1" "C" "TRBV7-4" 617.999999999886
"C10" "C" "TRBV7-4" 132.999999999894
"C11" "C" "TRBV7-4" 359.999999999893
"C2" "C" "TRBV7-4" 416.999999999891
"C3" "C" "TRBV7-4" 677.999999999911
"C4" "C" "TRBV7-4" 493.999999999912
"C5" "C" "TRBV7-4" 552.9999999999
"C6" "C" "TRBV7-4" 464.999999999879
"C7" "C" "TRBV7-4" 433.999999999924
"C8" "C" "TRBV7-4" 578.99999999985
"C9" "C" "TRBV7-4" 798.999999999889
"MS1" "MS" "TRBV7-4" 245.999999999898
"MS10" "MS" "TRBV7-4" 282.999999999944
"MS11" "MS" "TRBV7-4" 306.999999999897
"MS12" "MS" "TRBV7-4" 121.999999999932
"MS13" "MS" "TRBV7-4" 101.99999999993
"MS2" "MS" "TRBV7-4" 97.999999999925
"MS3" "MS" "TRBV7-4" 322.99999999987
"MS4" "MS" "TRBV7-4" 99.9999999999065
"MS5" "MS" "TRBV7-4" 192.999999999912
"MS6" "MS" "TRBV7-4" 232.999999999911
"MS7" "MS" "TRBV7-4" 258.999999999923
"MS8" "MS" "TRBV7-4" 331.999999999905
"MS9" "MS" "TRBV7-4" 227.999999999904
"C1" "C" "TRBV7-6" 7666.99999999858
"C10" "C" "TRBV7-6" 1283.99999999898
"C11" "C" "TRBV7-6" 1823.99999999946
"C2" "C" "TRBV7-6" 5082.99999999867
"C3" "C" "TRBV7-6" 8480.99999999889
"C4" "C" "TRBV7-6" 6763.9999999988
"C5" "C" "TRBV7-6" 6656.9999999988
"C6" "C" "TRBV7-6" 3858.999999999
"C7" "C" "TRBV7-6" 3904.99999999932
"C8" "C" "TRBV7-6" 3626.99999999906
"C9" "C" "TRBV7-6" 5852.99999999919
"MS1" "MS" "TRBV7-6" 2679.99999999889
"MS10" "MS" "TRBV7-6" 3113.99999999939
"MS11" "MS" "TRBV7-6" 4396.99999999853
"MS12" "MS" "TRBV7-6" 1898.99999999894
"MS13" "MS" "TRBV7-6" 1307.9999999991
"MS2" "MS" "TRBV7-6" 726.999999999444
"MS3" "MS" "TRBV7-6" 2906.99999999883
"MS4" "MS" "TRBV7-6" 1042.99999999903
"MS5" "MS" "TRBV7-6" 2522.99999999885
"MS6" "MS" "TRBV7-6" 3503.99999999866
"MS7" "MS" "TRBV7-6" 3650.99999999891
"MS8" "MS" "TRBV7-6" 4650.99999999867
"MS9" "MS" "TRBV7-6" 3275.99999999862
"C1" "C" "TRBV7-7" 2129.99999999961
"C10" "C" "TRBV7-7" 339.999999999729
"C11" "C" "TRBV7-7" 854.999999999746
"C2" "C" "TRBV7-7" 1331.99999999965
"C3" "C" "TRBV7-7" 2317.9999999997
"C4" "C" "TRBV7-7" 1679.9999999997
"C5" "C" "TRBV7-7" 1727.99999999969
"C6" "C" "TRBV7-7" 1087.99999999972
"C7" "C" "TRBV7-7" 1288.99999999977
"C8" "C" "TRBV7-7" 1265.99999999967
"C9" "C" "TRBV7-7" 2075.99999999971
"MS1" "MS" "TRBV7-7" 864.999999999641
"MS10" "MS" "TRBV7-7" 1490.99999999971
"MS11" "MS" "TRBV7-7" 1250.99999999958
"MS12" "MS" "TRBV7-7" 684.999999999616
"MS13" "MS" "TRBV7-7" 306.999999999789
"MS2" "MS" "TRBV7-7" 313.99999999976
"MS3" "MS" "TRBV7-7" 868.99999999965
"MS4" "MS" "TRBV7-7" 399.999999999626
"MS5" "MS" "TRBV7-7" 662.999999999698
"MS6" "MS" "TRBV7-7" 1159.99999999956
"MS7" "MS" "TRBV7-7" 1092.99999999967
"MS8" "MS" "TRBV7-7" 1202.99999999966
"MS9" "MS" "TRBV7-7" 942.999999999602
"C1" "C" "TRBV7-8" 4537.99999999916
"C10" "C" "TRBV7-8" 1159.99999999907
"C11" "C" "TRBV7-8" 3290.99999999902
"C2" "C" "TRBV7-8" 6380.99999999833
"C3" "C" "TRBV7-8" 12498.9999999984
"C4" "C" "TRBV7-8" 8737.99999999845
"C5" "C" "TRBV7-8" 8834.9999999984
"C6" "C" "TRBV7-8" 6360.99999999835
"C7" "C" "TRBV7-8" 6572.99999999885
"C8" "C" "TRBV7-8" 4687.99999999878
"C9" "C" "TRBV7-8" 9006.99999999875
"MS1" "MS" "TRBV7-8" 3072.99999999872
"MS10" "MS" "TRBV7-8" 7508.99999999852
"MS11" "MS" "TRBV7-8" 4183.9999999986
"MS12" "MS" "TRBV7-8" 3010.99999999831
