"sample_id" "condition" "gene_name" "gene_usage_count"
"Pt11" "hcv" "IGHV3-9" 95
"Pt11" "hcv" "IGHV3-71" 0
"Pt11" "hcv" "IGHV1-8" 31
"Pt11" "hcv" "IGHV3-NL1" 0
"Pt11" "hcv" "IGHV3-43" 5
"Pt11" "hcv" "IGHV3-15" 101
"Pt11" "hcv" "IGHV3/OR16-10" 0
"Pt11" "hcv" "IGHV3-13" 30
"Pt11" "hcv" "IGHV3-74" 115
"Pt11" "hcv" "IGHV1/OR15-1" 0
"Pt11" "hcv" "IGHV3-64D" 8
"Pt11" "hcv" "IGHV3-43D" 0
"Pt11" "hcv" "IGHV1-NL1" 0
"Pt11" "hcv" "IGHV3-35" 0
"Pt11" "hcv" "IGHV3/OR16-8" 0
"Pt12" "hcv" "IGHV4-34" 108
"Pt12" "hcv" "IGHV4-31" 86
"Pt12" "hcv" "IGHV4/OR15-8" 2
"Pt12" "hcv" "IGHV3-69-1" 4
"Pt12" "hcv" "IGHV5-10-1" 93
"Pt12" "hcv" "IGHV1/OR15-4" 0
"Pt12" "hcv" "IGHV3-38" 0
"Pt12" "hcv" "IGHV3-48" 192
"Pt12" "hcv" "IGHV2-26" 51
"Pt12" "hcv" "IGHV3-30-3" 1
"Pt12" "hcv" "IGHV3-47" 0
"Pt12" "hcv" "IGHV2-5" 67
"Pt12" "hcv" "IGHV1-24" 44
"Pt12" "hcv" "IGHV2-70" 22
"Pt12" "hcv" "IGHV3-7" 92
"Pt12" "hcv" "IGHV3-49" 56
"Pt12" "hcv" "IGHV3-53" 63
"Pt12" "hcv" "IGHV3-38-3" 0
"Pt12" "hcv" "IGHV4-38-2" 25
"Pt12" "hcv" "IGHV3-64" 1
"Pt12" "hcv" "IGHV5-51" 106
"Pt12" "hcv" "IGHV1-18" 138
"Pt12" "hcv" "IGHV3-64D" 51
"Pt12" "hcv" "IGHV4-30-2" 5
"Pt12" "hcv" "IGHV7-4-1" 0
"Pt12" "hcv" "IGHV3-33" 153
"Pt12" "hcv" "IGHV4-30-4" 5
"Pt12" "hcv" "IGHV2-70D" 7
"Pt12" "hcv" "IGHV1-3" 51
"Pt12" "hcv" "IGHV1-8" 0
"Pt12" "hcv" "IGHV3-71" 0
"Pt12" "hcv" "IGHV3-52" 0
"Pt12" "hcv" "IGHV1-58" 14
"Pt12" "hcv" "IGHV3-43" 3
"Pt12" "hcv" "IGHV4-28" 1
"Pt12" "hcv" "IGHV1-68" 0
"Pt12" "hcv" "IGHV6-1" 37
"Pt12" "hcv" "IGHV1-2" 139
"Pt12" "hcv" "IGHV3-66" 1
"Pt12" "hcv" "IGHV4-55" 0
"Pt12" "hcv" "IGHV1-69-2" 6
"Pt12" "hcv" "IGHV3-21" 142
"Pt12" "hcv" "IGHV4-59" 175
"Pt12" "hcv" "IGHV3-11" 74
"Pt12" "hcv" "IGHV1-45" 0
"Pt12" "hcv" "IGHV1-NL1" 0
"Pt12" "hcv" "IGHV3-72" 19
"Pt12" "hcv" "IGHV4-39" 140
"Pt12" "hcv" "IGHV3-15" 144
"Pt12" "hcv" "IGHV3-43D" 5
"Pt12" "hcv" "IGHV4-4" 136
"Pt12" "hcv" "IGHV1-69" 199
"Pt12" "hcv" "IGHV3-74" 169
"Pt12" "hcv" "IGHV7-81" 1
"Pt12" "hcv" "IGHV3-35" 0
"Pt12" "hcv" "IGHV3-13" 10
"Pt12" "hcv" "IGHV3-22" 0
"Pt12" "hcv" "IGHV4-61" 86
"Pt12" "hcv" "IGHV3-73" 36
"Pt12" "hcv" "IGHV3-9" 1
"Pt12" "hcv" "IGHV1-46" 94
"Pt12" "hcv" "IGHV1/OR15-1" 0
"Pt12" "hcv" "IGHV3-30" 194
"Pt12" "hcv" "IGHV3-19" 1
"Pt12" "hcv" "IGHV3-NL1" 0
"Pt12" "hcv" "IGHV3-23" 256
"Pt12" "hcv" "IGHV3/OR16-10" 0
"Pt12" "hcv" "IGHV3-20" 19
"Pt12" "hcv" "IGHV3/OR16-8" 0
"Pt13" "hcv" "IGHV3-53" 163
"Pt13" "hcv" "IGHV7-4-1" 0
"Pt13" "hcv" "IGHV3-21" 220
"Pt13" "hcv" "IGHV3-22" 0
"Pt13" "hcv" "IGHV3-30-3" 5
"Pt13" "hcv" "IGHV3-33" 143
"Pt13" "hcv" "IGHV3-64" 13
"Pt13" "hcv" "IGHV4/OR15-8" 0
"Pt13" "hcv" "IGHV3-23" 552
"Pt13" "hcv" "IGHV3-66" 86
"Pt13" "hcv" "IGHV3-47" 0
"Pt13" "hcv" "IGHV3-35" 0
"Pt13" "hcv" "IGHV4-4" 89
"Pt13" "hcv" "IGHV4-31" 181
"Pt13" "hcv" "IGHV2-70D" 13
"Pt13" "hcv" "IGHV1-18" 187
"Pt13" "hcv" "IGHV3-69-1" 2
"Pt13" "hcv" "IGHV3-38-3" 0
"Pt13" "hcv" "IGHV5-10-1" 68
"Pt13" "hcv" "IGHV3-38" 0
"Pt13" "hcv" "IGHV3-30" 279
"Pt13" "hcv" "IGHV3-64D" 0
"Pt13" "hcv" "IGHV6-1" 47
"Pt13" "hcv" "IGHV1-2" 253
"Pt13" "hcv" "IGHV4-55" 0
"Pt13" "hcv" "IGHV1-69-2" 0
"Pt13" "hcv" "IGHV7-81" 0
"Pt13" "hcv" "IGHV1-3" 0
"Pt13" "hcv" "IGHV3-7" 182
"Pt13" "hcv" "IGHV4-34" 116
"Pt13" "hcv" "IGHV3-11" 157
"Pt13" "hcv" "IGHV3-71" 2
"Pt13" "hcv" "IGHV1/OR15-4" 0
"Pt13" "hcv" "IGHV3-43" 7
"Pt13" "hcv" "IGHV4-28" 0
"Pt13" "hcv" "IGHV2-26" 15
"Pt13" "hcv" "IGHV3-19" 3
"Pt13" "hcv" "IGHV4-30-2" 30
"Pt13" "hcv" "IGHV1-24" 13
"Pt13" "hcv" "IGHV3-48" 187
"Pt13" "hcv" "IGHV2-70" 14
"Pt13" "hcv" "IGHV1-8" 33
"Pt13" "hcv" "IGHV4-61" 273
"Pt13" "hcv" "IGHV1-45" 0
"Pt13" "hcv" "IGHV1-NL1" 0
"Pt13" "hcv" "IGHV4-38-2" 65
"Pt13" "hcv" "IGHV1-58" 5
"Pt13" "hcv" "IGHV5-51" 169
"Pt13" "hcv" "IGHV3-15" 156
"Pt13" "hcv" "IGHV3-43D" 6
"Pt13" "hcv" "IGHV3-73" 16
"Pt13" "hcv" "IGHV2-5" 45
"Pt13" "hcv" "IGHV3-9" 102
"Pt13" "hcv" "IGHV4-59" 258
"Pt13" "hcv" "IGHV3-52" 0
"Pt13" "hcv" "IGHV3-49" 46
"Pt13" "hcv" "IGHV3-72" 27
"Pt13" "hcv" "IGHV4-39" 171
"Pt13" "hcv" "IGHV1-68" 0
"Pt13" "hcv" "IGHV3-13" 33
"Pt13" "hcv" "IGHV3-NL1" 0
"Pt13" "hcv" "IGHV3-20" 9
"Pt13" "hcv" "IGHV4-30-4" 57
"Pt13" "hcv" "IGHV3/OR16-10" 0
"Pt13" "hcv" "IGHV1-46" 89
"Pt13" "hcv" "IGHV1/OR15-1" 0
"Pt13" "hcv" "IGHV3/OR16-8" 0
"Pt13" "hcv" "IGHV3-74" 123
"Pt13" "hcv" "IGHV1-69" 147
"Pt14" "hcv" "IGHV1-8" 54
"Pt14" "hcv" "IGHV3-53" 19
"Pt14" "hcv" "IGHV3-19" 1
"Pt14" "hcv" "IGHV4-55" 0
"Pt14" "hcv" "IGHV3-21" 115
"Pt14" "hcv" "IGHV1-69-2" 0
"Pt14" "hcv" "IGHV4-59" 143
"Pt14" "hcv" "IGHV3-15" 121
"Pt14" "hcv" "IGHV1-68" 0
"Pt14" "hcv" "IGHV4/OR15-8" 7
"Pt14" "hcv" "IGHV4-4" 78
"Pt14" "hcv" "IGHV3-69-1" 0
"Pt14" "hcv" "IGHV2-70D" 0
"Pt14" "hcv" "IGHV3-NL1" 0
"Pt14" "hcv" "IGHV1-3" 70
"Pt14" "hcv" "IGHV3-11" 69
"Pt14" "hcv" "IGHV1-NL1" 0
"Pt14" "hcv" "IGHV3-64" 6
"Pt14" "hcv" "IGHV3-13" 17
"Pt14" "hcv" "IGHV1-58" 10
"Pt14" "hcv" "IGHV3-64D" 0
"Pt14" "hcv" "IGHV3-43D" 16
"Pt14" "hcv" "IGHV2-26" 33
"Pt14" "hcv" "IGHV3-20" 14
"Pt14" "hcv" "IGHV3-9" 119
"Pt14" "hcv" "IGHV1-24" 25
"Pt14" "hcv" "IGHV4-31" 73
"Pt14" "hcv" "IGHV4-61" 179
"Pt14" "hcv" "IGHV3-38-3" 0
"Pt14" "hcv" "IGHV3-22" 0
"Pt14" "hcv" "IGHV5-10-1" 0
"Pt14" "hcv" "IGHV3-43" 36
"Pt14" "hcv" "IGHV1/OR15-1" 0
"Pt14" "hcv" "IGHV1/OR15-4" 0
"Pt14" "hcv" "IGHV3-73" 6
"Pt14" "hcv" "IGHV6-1" 20
"Pt14" "hcv" "IGHV7-4-1" 0
"Pt14" "hcv" "IGHV1-69" 88
"Pt14" "hcv" "IGHV2-5" 97
"Pt14" "hcv" "IGHV7-81" 0
"Pt14" "hcv" "IGHV3-7" 92
"Pt14" "hcv" "IGHV4-34" 68
"Pt14" "hcv" "IGHV3/OR16-10" 0
"Pt14" "hcv" "IGHV1-45" 0
"Pt14" "hcv" "IGHV3-72" 39
"Pt14" "hcv" "IGHV3-23" 327
"Pt14" "hcv" "IGHV5-51" 114
"Pt14" "hcv" "IGHV4-28" 1
"Pt14" "hcv" "IGHV1-18" 130
"Pt14" "hcv" "IGHV3-66" 42
"Pt14" "hcv" "IGHV3-47" 0
"Pt14" "hcv" "IGHV1-2" 51
"Pt14" "hcv" "IGHV3-48" 84
"Pt14" "hcv" "IGHV3-33" 56
"Pt14" "hcv" "IGHV2-70" 15
"Pt14" "hcv" "IGHV3-49" 25
"Pt14" "hcv" "IGHV3-71" 0
"Pt14" "hcv" "IGHV4-38-2" 38
"Pt14" "hcv" "IGHV3/OR16-8" 0
"Pt14" "hcv" "IGHV1-46" 81
"Pt14" "hcv" "IGHV4-39" 260
"Pt14" "hcv" "IGHV3-30" 176
"Pt14" "hcv" "IGHV4-30-2" 48
"Pt14" "hcv" "IGHV3-74" 86
"Pt14" "hcv" "IGHV3-30-3" 75
"Pt14" "hcv" "IGHV4-30-4" 52
"Pt14" "hcv" "IGHV3-52" 0
"Pt14" "hcv" "IGHV3-38" 0
"Pt14" "hcv" "IGHV3-35" 0
"Pt15" "hcv" "IGHV3-19" 0
"Pt15" "hcv" "IGHV3-11" 40
"Pt15" "hcv" "IGHV1-8" 0
"Pt15" "hcv" "IGHV4-4" 76
"Pt15" "hcv" "IGHV2-70D" 0
"Pt15" "hcv" "IGHV7-4-1" 0
"Pt15" "hcv" "IGHV4-55" 0
"Pt15" "hcv" "IGHV3-20" 4
"Pt15" "hcv" "IGHV4-28" 0
"Pt15" "hcv" "IGHV4-59" 88
"Pt15" "hcv" "IGHV3-21" 86
"Pt15" "hcv" "IGHV1-3" 58
"Pt15" "hcv" "IGHV3-38-3" 0
"Pt15" "hcv" "IGHV1-NL1" 0
"Pt15" "hcv" "IGHV3-53" 57
"Pt15" "hcv" "IGHV3-13" 14
"Pt15" "hcv" "IGHV1/OR15-1" 0
"Pt15" "hcv" "IGHV3-64" 13
"Pt15" "hcv" "IGHV3-15" 163
"Pt15" "hcv" "IGHV2-26" 5
"Pt15" "hcv" "IGHV4-30-2" 7
"Pt15" "hcv" "IGHV7-81" 1
"Pt15" "hcv" "IGHV3-33" 129
"Pt15" "hcv" "IGHV3-69-1" 2
"Pt15" "hcv" "IGHV4-61" 19
"Pt15" "hcv" "IGHV4/OR15-8" 0
"Pt15" "hcv" "IGHV3-22" 0
"Pt15" "hcv" "IGHV1-45" 1
"Pt15" "hcv" "IGHV3-43" 9
"Pt15" "hcv" "IGHV3-23" 380
"Pt15" "hcv" "IGHV1/OR15-4" 0
"Pt15" "hcv" "IGHV3-43D" 6
"Pt15" "hcv" "IGHV6-1" 54
"Pt15" "hcv" "IGHV3-30-3" 58
"Pt15" "hcv" "IGHV3-47" 0
"Pt15" "hcv" "IGHV3-66" 67
"Pt15" "hcv" "IGHV1-24" 22
"Pt15" "hcv" "IGHV3-48" 118
"Pt15" "hcv" "IGHV4-31" 97
"Pt15" "hcv" "IGHV3-7" 194
"Pt15" "hcv" "IGHV3-49" 26
"Pt15" "hcv" "IGHV5-10-1" 51
"Pt15" "hcv" "IGHV3-71" 0
"Pt15" "hcv" "IGHV1-46" 54
"Pt15" "hcv" "IGHV1-58" 5
"Pt15" "hcv" "IGHV3-30" 222
"Pt15" "hcv" "IGHV3-64D" 28
"Pt15" "hcv" "IGHV1-18" 123
"Pt15" "hcv" "IGHV2-5" 23
"Pt15" "hcv" "IGHV4-30-4" 31
"Pt15" "hcv" "IGHV3-9" 0
"Pt15" "hcv" "IGHV3-35" 0
"Pt15" "hcv" "IGHV4-34" 84
"Pt15" "hcv" "IGHV3-NL1" 0
"Pt15" "hcv" "IGHV3-38" 1
"Pt15" "hcv" "IGHV4-38-2" 40
"Pt15" "hcv" "IGHV3-52" 0
"Pt15" "hcv" "IGHV5-51" 93
"Pt15" "hcv" "IGHV3-72" 38
"Pt15" "hcv" "IGHV1-68" 0
"Pt15" "hcv" "IGHV2-70" 24
"Pt15" "hcv" "IGHV3-73" 17
"Pt15" "hcv" "IGHV1-69" 94
"Pt15" "hcv" "IGHV1-2" 23
"Pt15" "hcv" "IGHV3/OR16-8" 0
"Pt15" "hcv" "IGHV1-69-2" 0
"Pt15" "hcv" "IGHV4-39" 192
"Pt15" "hcv" "IGHV3/OR16-10" 0
"Pt15" "hcv" "IGHV3-74" 140
"Pt16" "hcv" "IGHV2-70D" 9
"Pt16" "hcv" "IGHV7-4-1" 0
"Pt16" "hcv" "IGHV1/OR15-4" 0
"Pt16" "hcv" "IGHV3-38-3" 0
"Pt16" "hcv" "IGHV3-53" 36
"Pt16" "hcv" "IGHV4-55" 0
"Pt16" "hcv" "IGHV3-19" 0
"Pt16" "hcv" "IGHV3-69-1" 2
"Pt16" "hcv" "IGHV2-26" 12
"Pt16" "hcv" "IGHV4/OR15-8" 1
"Pt16" "hcv" "IGHV3-7" 219
"Pt16" "hcv" "IGHV1-8" 22
"Pt16" "hcv" "IGHV5-10-1" 49
"Pt16" "hcv" "IGHV3-11" 81
"Pt16" "hcv" "IGHV3-43" 10
"Pt16" "hcv" "IGHV3-64" 16
"Pt16" "hcv" "IGHV4-4" 79
"Pt16" "hcv" "IGHV6-1" 38
"Pt16" "hcv" "IGHV3-15" 130
"Pt16" "hcv" "IGHV3-47" 0
"Pt16" "hcv" "IGHV7-81" 0
"Pt16" "hcv" "IGHV3-48" 200
"Pt16" "hcv" "IGHV2-70" 10
"Pt16" "hcv" "IGHV4-34" 79
"Pt16" "hcv" "IGHV3-49" 46
"Pt16" "hcv" "IGHV1-3" 58
"Pt16" "hcv" "IGHV3-22" 0
"Pt16" "hcv" "IGHV1-NL1" 0
"Pt16" "hcv" "IGHV1-58" 7
"Pt16" "hcv" "IGHV3-13" 29
"Pt16" "hcv" "IGHV3-43D" 16
"Pt16" "hcv" "IGHV3-64D" 7
"Pt16" "hcv" "IGHV4-30-2" 26
"Pt16" "hcv" "IGHV2-5" 46
"Pt16" "hcv" "IGHV4-59" 194
"Pt16" "hcv" "IGHV3-20" 6
"Pt16" "hcv" "IGHV4-61" 26
"Pt16" "hcv" "IGHV3-NL1" 0
"Pt16" "hcv" "IGHV3-21" 102
"Pt16" "hcv" "IGHV3-71" 0
"Pt16" "hcv" "IGHV3-52" 2
"Pt16" "hcv" "IGHV5-51" 96
"Pt16" "hcv" "IGHV3-23" 274
"Pt16" "hcv" "IGHV4-28" 2
"Pt16" "hcv" "IGHV1-68" 0
"Pt16" "hcv" "IGHV3-30" 466
"Pt16" "hcv" "IGHV3-30-3" 10
"Pt16" "hcv" "IGHV3-66" 44
"Pt16" "hcv" "IGHV3-33" 65
"Pt16" "hcv" "IGHV1-69-2" 0
"Pt16" "hcv" "IGHV4-31" 32
"Pt16" "hcv" "IGHV3-35" 0
"Pt16" "hcv" "IGHV4-38-2" 82
"Pt16" "hcv" "IGHV3/OR16-10" 0
"Pt16" "hcv" "IGHV1-45" 1
"Pt16" "hcv" "IGHV3-72" 33
"Pt16" "hcv" "IGHV1/OR15-1" 0
"Pt16" "hcv" "IGHV1-46" 48
"Pt16" "hcv" "IGHV3-73" 22
"Pt16" "hcv" "IGHV1-18" 91
"Pt16" "hcv" "IGHV1-69" 60
"Pt16" "hcv" "IGHV4-30-4" 56
"Pt16" "hcv" "IGHV3-9" 76
"Pt16" "hcv" "IGHV1-24" 22
"Pt16" "hcv" "IGHV4-39" 135
"Pt16" "hcv" "IGHV3/OR16-8" 0
"Pt16" "hcv" "IGHV3-74" 138
"Pt16" "hcv" "IGHV3-38" 0
"Pt16" "hcv" "IGHV1-2" 69
"Pt17" "hcv" "IGHV1-8" 32
"Pt17" "hcv" "IGHV1-3" 84
"Pt17" "hcv" "IGHV4/OR15-8" 2
"Pt17" "hcv" "IGHV1-68" 0
"Pt17" "hcv" "IGHV4-30-2" 15
"Pt17" "hcv" "IGHV1-58" 6
"Pt17" "hcv" "IGHV4-28" 0
"Pt17" "hcv" "IGHV4-30-4" 35
"Pt17" "hcv" "IGHV1-24" 9
"Pt17" "hcv" "IGHV3-69-1" 3
"Pt17" "hcv" "IGHV4-31" 54
"Pt17" "hcv" "IGHV1-NL1" 0
"Pt17" "hcv" "IGHV1-45" 0
"Pt17" "hcv" "IGHV5-10-1" 18
"Pt17" "hcv" "IGHV1/OR15-1" 0
"Pt17" "hcv" "IGHV1-46" 43
"Pt17" "hcv" "IGHV3-72" 27
"Pt17" "hcv" "IGHV1-18" 110
"Pt17" "hcv" "IGHV3-73" 10
"Pt17" "hcv" "IGHV1-69" 121
"Pt17" "hcv" "IGHV3-19" 1
"Pt17" "hcv" "IGHV3-74" 99
"Pt17" "hcv" "IGHV1-69-2" 0
"Pt17" "hcv" "IGHV3-20" 4
"Pt17" "hcv" "IGHV4-34" 65
"Pt17" "hcv" "IGHV2-70D" 7
"Pt17" "hcv" "IGHV3-21" 117
"Pt17" "hcv" "IGHV3-53" 32
"Pt17" "hcv" "IGHV3-11" 123
"Pt17" "hcv" "IGHV5-51" 68
"Pt17" "hcv" "IGHV1/OR15-4" 0
"Pt17" "hcv" "IGHV6-1" 33
"Pt17" "hcv" "IGHV7-4-1" 45
"Pt17" "hcv" "IGHV1-2" 94
"Pt17" "hcv" "IGHV4-55" 0
"Pt17" "hcv" "IGHV7-81" 0
"Pt17" "hcv" "IGHV3-48" 174
"Pt17" "hcv" "IGHV4-59" 225
"Pt17" "hcv" "IGHV3-7" 179
"Pt17" "hcv" "IGHV3-49" 51
"Pt17" "hcv" "IGHV4-38-2" 33
"Pt17" "hcv" "IGHV3-38-3" 0
"Pt17" "hcv" "IGHV3-22" 0
"Pt17" "hcv" "IGHV3-64" 14
"Pt17" "hcv" "IGHV3-13" 21
"Pt17" "hcv" "IGHV4-4" 84
"Pt17" "hcv" "IGHV2-26" 10
"Pt17" "hcv" "IGHV3-30-3" 54
"Pt17" "hcv" "IGHV3-66" 32
"Pt17" "hcv" "IGHV3-9" 61
"Pt17" "hcv" "IGHV3-33" 108
"Pt17" "hcv" "IGHV3-NL1" 0
"Pt17" "hcv" "IGHV4-39" 77
"Pt17" "hcv" "IGHV4-61" 45
"Pt17" "hcv" "IGHV3-71" 0
"Pt17" "hcv" "IGHV3-52" 0
"Pt17" "hcv" "IGHV3-43D" 0
"Pt17" "hcv" "IGHV3-43" 21
"Pt17" "hcv" "IGHV3-23" 288
"Pt17" "hcv" "IGHV3-15" 145
"Pt17" "hcv" "IGHV2-70" 17
"Pt17" "hcv" "IGHV3-30" 204
"Pt17" "hcv" "IGHV2-5" 38
"Pt17" "hcv" "IGHV3/OR16-10" 0
"Pt17" "hcv" "IGHV3-64D" 15
"Pt17" "hcv" "IGHV3-38" 0
"Pt17" "hcv" "IGHV3-35" 0
"Pt17" "hcv" "IGHV3-47" 1
"Pt17" "hcv" "IGHV3/OR16-8" 0
"Pt2" "hcv" "IGHV3-30" 485
"Pt2" "hcv" "IGHV3-53" 175
"Pt2" "hcv" "IGHV7-4-1" 88
"Pt2" "hcv" "IGHV3-19" 2
"Pt2" "hcv" "IGHV2-70" 0
"Pt2" "hcv" "IGHV4/OR15-8" 1
"Pt2" "hcv" "IGHV3-30-3" 116
"Pt2" "hcv" "IGHV3-33" 154
"Pt2" "hcv" "IGHV3-38-3" 0
"Pt2" "hcv" "IGHV3-64" 25
"Pt2" "hcv" "IGHV2-70D" 0
"Pt2" "hcv" "IGHV3-35" 0
"Pt2" "hcv" "IGHV6-1" 47
"Pt2" "hcv" "IGHV3-15" 144
"Pt2" "hcv" "IGHV3-66" 67
"Pt2" "hcv" "IGHV3-13" 26
"Pt2" "hcv" "IGHV7-81" 0
"Pt2" "hcv" "IGHV3-20" 11
"Pt2" "hcv" "IGHV4-61" 288
"Pt2" "hcv" "IGHV3-38" 0
"Pt2" "hcv" "IGHV1-8" 52
"Pt2" "hcv" "IGHV3/OR16-8" 0
"Pt2" "hcv" "IGHV3-11" 178
"Pt2" "hcv" "IGHV1/OR15-4" 0
"Pt2" "hcv" "IGHV3-43" 14
"Pt2" "hcv" "IGHV3-64D" 20
"Pt2" "hcv" "IGHV2-26" 24
"Pt2" "hcv" "IGHV4-55" 0
"Pt2" "hcv" "IGHV3-47" 0
"Pt2" "hcv" "IGHV1-24" 34
"Pt2" "hcv" "IGHV3-69-1" 3
"Pt2" "hcv" "IGHV1-69-2" 0
"Pt2" "hcv" "IGHV4-34" 176
"Pt2" "hcv" "IGHV3-21" 283
"Pt2" "hcv" "IGHV5-10-1" 67
"Pt2" "hcv" "IGHV3-22" 0
"Pt2" "hcv" "IGHV5-51" 150
"Pt2" "hcv" "IGHV4-28" 2
"Pt2" "hcv" "IGHV4-4" 148
"Pt2" "hcv" "IGHV1-18" 250
"Pt2" "hcv" "IGHV3-43D" 11
"Pt2" "hcv" "IGHV1-68" 0
"Pt2" "hcv" "IGHV2-5" 76
"Pt2" "hcv" "IGHV4-31" 119
"Pt2" "hcv" "IGHV3-48" 210
"Pt2" "hcv" "IGHV1-3" 121
"Pt2" "hcv" "IGHV3-7" 226
"Pt2" "hcv" "IGHV3-49" 77
"Pt2" "hcv" "IGHV3-71" 0
"Pt2" "hcv" "IGHV1-NL1" 0
"Pt2" "hcv" "IGHV4-39" 414
"Pt2" "hcv" "IGHV1/OR15-1" 0
"Pt2" "hcv" "IGHV1-58" 22
"Pt2" "hcv" "IGHV4-30-2" 38
"Pt2" "hcv" "IGHV3-73" 31
"Pt2" "hcv" "IGHV1-2" 219
"Pt2" "hcv" "IGHV4-59" 226
"Pt2" "hcv" "IGHV3-9" 143
"Pt2" "hcv" "IGHV3-52" 0
"Pt2" "hcv" "IGHV3-NL1" 0
"Pt2" "hcv" "IGHV3-23" 898
"Pt2" "hcv" "IGHV4-38-2" 75
"Pt2" "hcv" "IGHV1-69" 102
"Pt2" "hcv" "IGHV1-46" 131
"Pt2" "hcv" "IGHV4-30-4" 88
"Pt2" "hcv" "IGHV1-45" 3
"Pt2" "hcv" "IGHV3/OR16-10" 0
"Pt2" "hcv" "IGHV3-72" 31
"Pt2" "hcv" "IGHV3-74" 178
"Pt21" "hcv" "IGHV3-64" 12
"Pt21" "hcv" "IGHV3-53" 26
"Pt21" "hcv" "IGHV3-38-3" 0
"Pt21" "hcv" "IGHV2-26" 13
"Pt21" "hcv" "IGHV3-66" 51
"Pt21" "hcv" "IGHV3-19" 3
"Pt21" "hcv" "IGHV2-5" 71
"Pt21" "hcv" "IGHV3-69-1" 2
"Pt21" "hcv" "IGHV1-8" 21
"Pt21" "hcv" "IGHV4/OR15-8" 0
"Pt21" "hcv" "IGHV2-70D" 7
"Pt21" "hcv" "IGHV1-NL1" 0
"Pt21" "hcv" "IGHV3-22" 0
"Pt21" "hcv" "IGHV3-43" 4
"Pt21" "hcv" "IGHV4-28" 0
"Pt21" "hcv" "IGHV3-64D" 27
"Pt21" "hcv" "IGHV3-43D" 4
"Pt21" "hcv" "IGHV7-4-1" 0
"Pt21" "hcv" "IGHV3-47" 0
"Pt21" "hcv" "IGHV3-30-3" 7
"Pt21" "hcv" "IGHV7-81" 0
"Pt21" "hcv" "IGHV2-70" 27
"Pt21" "hcv" "IGHV1-3" 77
"Pt21" "hcv" "IGHV3-7" 209
"Pt21" "hcv" "IGHV3-21" 114
"Pt21" "hcv" "IGHV5-10-1" 42
"Pt21" "hcv" "IGHV3-11" 110
"Pt21" "hcv" "IGHV1/OR15-1" 0
"Pt21" "hcv" "IGHV3-23" 332
"Pt21" "hcv" "IGHV1-18" 62
"Pt21" "hcv" "IGHV4-30-2" 10
"Pt21" "hcv" "IGHV4-55" 0
"Pt21" "hcv" "IGHV1-2" 16
"Pt21" "hcv" "IGHV1-24" 13
"Pt21" "hcv" "IGHV3-20" 25
"Pt21" "hcv" "IGHV4-31" 75
"Pt21" "hcv" "IGHV4-34" 95
"Pt21" "hcv" "IGHV3-49" 33
"Pt21" "hcv" "IGHV1-45" 0
"Pt21" "hcv" "IGHV3-71" 0
"Pt21" "hcv" "IGHV3-52" 0
"Pt21" "hcv" "IGHV1-58" 7
"Pt21" "hcv" "IGHV1/OR15-4" 0
"Pt21" "hcv" "IGHV6-1" 22
"Pt21" "hcv" "IGHV3-15" 193
"Pt21" "hcv" "IGHV3-73" 15
"Pt21" "hcv" "IGHV4-30-4" 18
"Pt21" "hcv" "IGHV3-48" 133
"Pt21" "hcv" "IGHV3-33" 42
"Pt21" "hcv" "IGHV4-61" 27
"Pt21" "hcv" "IGHV3-NL1" 0
"Pt21" "hcv" "IGHV3-35" 0
"Pt21" "hcv" "IGHV4-38-2" 59
"Pt21" "hcv" "IGHV3/OR16-10" 0
"Pt21" "hcv" "IGHV5-51" 75
"Pt21" "hcv" "IGHV3-13" 18
"Pt21" "hcv" "IGHV3/OR16-8" 0
"Pt21" "hcv" "IGHV3-30" 266
"Pt21" "hcv" "IGHV1-69-2" 1
"Pt21" "hcv" "IGHV1-46" 54
"Pt21" "hcv" "IGHV4-59" 218
"Pt21" "hcv" "IGHV3-9" 56
"Pt21" "hcv" "IGHV1-68" 0
"Pt21" "hcv" "IGHV4-4" 90
"Pt21" "hcv" "IGHV3-72" 27
"Pt21" "hcv" "IGHV1-69" 77
"Pt21" "hcv" "IGHV3-74" 197
"Pt21" "hcv" "IGHV3-38" 0
"Pt21" "hcv" "IGHV4-39" 175
"Pt23" "hcv" "IGHV4-55" 0
"Pt23" "hcv" "IGHV3-19" 0
"Pt23" "hcv" "IGHV2-70D" 25
"Pt23" "hcv" "IGHV4-34" 165
"Pt23" "hcv" "IGHV4/OR15-8" 4
"Pt23" "hcv" "IGHV3-11" 143
"Pt23" "hcv" "IGHV2-26" 16
"Pt23" "hcv" "IGHV3-73" 26
"Pt23" "hcv" "IGHV3-13" 32
"Pt23" "hcv" "IGHV3-NL1" 0
"Pt23" "hcv" "IGHV4-59" 166
"Pt23" "hcv" "IGHV1-8" 54
"Pt23" "hcv" "IGHV3-21" 224
"Pt23" "hcv" "IGHV3-43" 11
"Pt23" "hcv" "IGHV3-38-3" 0
"Pt23" "hcv" "IGHV1-68" 0
"Pt23" "hcv" "IGHV3-15" 114
"Pt23" "hcv" "IGHV4-30-2" 48
"Pt23" "hcv" "IGHV3-20" 15
"Pt23" "hcv" "IGHV3-48" 187
"Pt23" "hcv" "IGHV3-9" 126
"Pt23" "hcv" "IGHV1-3" 54
"Pt23" "hcv" "IGHV4-61" 93
